Price,Adj Close,Close,High,Low,Open,Volume
Ticker,FDX,FDX,FDX,FDX,FDX,FDX
Date,,,,,,
2000-01-03 00:00:00+00:00,35.36708450317383,42.9375,43.625,41.0,42.375,1734000
2000-01-04 00:00:00+00:00,34.18304443359375,41.5,43.1875,41.0,42.5,1571900
2000-01-05 00:00:00+00:00,34.95524215698242,42.4375,43.25,41.375,41.875,2239400
2000-01-06 00:00:00+00:00,38.919219970703125,47.25,47.3125,42.4375,42.5,4630500
2000-01-07 00:00:00+00:00,39.12514877319336,47.5,47.5,44.25,47.25,3532800
2000-01-10 00:00:00+00:00,38.301475524902344,46.5,47.4375,45.75,47.4375,1437300
2000-01-11 00:00:00+00:00,37.58073806762695,45.625,46.5625,45.5,45.9375,1055100
2000-01-12 00:00:00+00:00,37.2718620300293,45.25,45.4375,44.125,44.875,1050900
2000-01-13 00:00:00+00:00,38.71330261230469,47.0,47.875,45.75,46.625,1900200
2000-01-14 00:00:00+00:00,38.35292434692383,46.5625,47.9375,45.6875,47.1875,1291100
2000-01-18 00:00:00+00:00,36.396697998046875,44.1875,46.375,43.125,46.0,2412200
2000-01-19 00:00:00+00:00,36.44816207885742,44.25,45.875,43.8125,43.9375,1876500
2000-01-20 00:00:00+00:00,35.006710052490234,42.5,43.625,41.8125,42.875,2111300
2000-01-21 00:00:00+00:00,34.38896560668945,41.75,42.3125,41.0,42.3125,2363300
2000-01-24 00:00:00+00:00,33.771183013916016,41.0,41.75,40.25,41.6875,1742000
2000-01-25 00:00:00+00:00,33.153411865234375,40.25,41.3125,40.25,40.875,1686500
2000-01-26 00:00:00+00:00,34.903743743896484,42.375,42.625,40.0625,40.3125,2031900
2000-01-27 00:00:00+00:00,33.56525802612305,40.75,42.3125,40.125,41.375,1519900
2000-01-28 00:00:00+00:00,31.86640167236328,38.6875,40.25,38.25,40.0625,1970600
2000-01-31 00:00:00+00:00,32.58713150024414,39.5625,39.5625,38.0625,38.4375,1489600
2000-02-01 00:00:00+00:00,32.07233428955078,38.9375,39.4375,37.9375,39.0625,1677800
2000-02-02 00:00:00+00:00,31.76344108581543,38.5625,39.125,38.0,39.0,1539000
2000-02-03 00:00:00+00:00,32.53565979003906,39.5,40.1875,38.25,38.9375,1491500
2000-02-04 00:00:00+00:00,32.27825164794922,39.1875,40.1875,38.9375,39.625,911100
2000-02-07 00:00:00+00:00,32.27825164794922,39.1875,39.9375,38.75,39.25,1038600
2000-02-08 00:00:00+00:00,32.69007110595703,39.6875,39.9375,39.1875,39.1875,1054400
2000-02-09 00:00:00+00:00,32.17527770996094,39.0625,39.5,38.625,39.0,1242900
