Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MTB,MTB,MTB,MTB,MTB,MTB
Date,,,,,,
2000-01-03 00:00:00+00:00,21.31216812133789,40.65625,41.5,40.5,41.5,119000
2000-01-04 00:00:00+00:00,20.62741470336914,39.349998474121094,40.631248474121094,38.400001525878906,40.631248474121094,103000
2000-01-05 00:00:00+00:00,20.71915054321289,39.525001525878906,39.537498474121094,38.875,39.537498474121094,49000
2000-01-06 00:00:00+00:00,20.96158218383789,39.98749923706055,40.400001525878906,39.099998474121094,39.525001525878906,285000
2000-01-07 00:00:00+00:00,21.33509063720703,40.70000076293945,41.349998474121094,39.849998474121094,40.0,330000
2000-01-10 00:00:00+00:00,21.348188400268555,40.724998474121094,41.10625076293945,40.42499923706055,40.54999923706055,61000
2000-01-11 00:00:00+00:00,20.71915054321289,39.525001525878906,40.82500076293945,39.0,40.70000076293945,56000
2000-01-12 00:00:00+00:00,20.96158218383789,39.98749923706055,40.14374923706055,39.400001525878906,39.45000076293945,128000
2000-01-13 00:00:00+00:00,21.505460739135742,41.025001525878906,41.025001525878906,39.98749923706055,39.98749923706055,28000
2000-01-14 00:00:00+00:00,22.0296688079834,42.025001525878906,42.54999923706055,41.0,41.0,56000
2000-01-18 00:00:00+00:00,22.016557693481445,42.0,42.474998474121094,42.0,42.29999923706055,56000
2000-01-19 00:00:00+00:00,21.597185134887695,41.20000076293945,41.743751525878906,41.125,41.599998474121094,75000
2000-01-20 00:00:00+00:00,21.426828384399414,40.875,41.29999923706055,40.875,41.29999923706055,28000
2000-01-21 00:00:00+00:00,21.587360382080078,41.181251525878906,41.400001525878906,41.0,41.01250076293945,66000
2000-01-24 00:00:00+00:00,21.23025131225586,40.5,41.224998474121094,40.5,41.20000076293945,222000
2000-01-25 00:00:00+00:00,21.23025131225586,40.5,40.70000076293945,40.006248474121094,40.70000076293945,171000
2000-01-26 00:00:00+00:00,21.9903507232666,41.95000076293945,41.95000076293945,40.0,40.0,224000
2000-01-27 00:00:00+00:00,22.016557693481445,42.0,42.20000076293945,41.57500076293945,42.17499923706055,169000
2000-01-28 00:00:00+00:00,21.308881759643555,40.650001525878906,41.650001525878906,40.20000076293945,41.650001525878906,48000
2000-01-31 00:00:00+00:00,21.544780731201172,41.099998474121094,41.45000076293945,40.193748474121094,40.599998474121094,106000
2000-02-01 00:00:00+00:00,21.046785354614258,40.150001525878906,41.625,40.04999923706055,40.79999923706055,50000
2000-02-02 00:00:00+00:00,21.17782211303711,40.400001525878906,40.67499923706055,40.04999923706055,40.17499923706055,73000
